txn_id,sender_account,sender_person_id,receiver_account,receiver_person_id,amount_inr,datetime,bank_sender,bank_receiver,txn_type,description,flagged_suspicious
TXN000784,ACC19985429,P0056,ACC87364623,P0065,4468.68,2023-07-30 23:39:38,ICICI,HDFC,UPI,Investment,No
TXN000785,ACC34800234,P0060,ACC57816281,P0020,809293.63,2022-07-16 13:28:01,Union Bank,ICICI,NEFT,Investment,No
TXN000786,ACC60946520,P0054,ACC12777085,P0003,13111.69,2024-01-23 08:06:44,Axis,SBI,UPI,Goods Purchase,No
TXN000787,ACC61979251,P0035,ACC85351481,P0044,2452.46,2023-10-27 09:18:17,ICICI,Kotak,Cash Deposit,Service Fee,No
TXN000788,ACC64017185,P0030,ACC67237068,P0007,1208.04,2023-12-16 19:19:28,Canara,PNB,Wire,Business Payment,No
TXN000789,ACC41931968,P0091,ACC19227140,P0076,237437.8,2022-04-16 09:31:22,Axis,HDFC,RTGS,Investment,No
TXN000790,ACC50241177,P0058,ACC81264557,P0056,4238.68,2023-06-05 05:24:55,HDFC,HDFC,NEFT,Goods Purchase,No
TXN000791,ACC50241177,P0058,ACC83291553,P0070,17022.55,2022-02-06 20:11:15,Union Bank,Canara,Wire,Investment,No
TXN000792,ACC28373284,P0076,ACC40434030,P0033,3989.15,2023-08-06 08:05:53,HDFC,Axis,Cash Deposit,Goods Purchase,No
TXN000793,ACC22881862,P0043,ACC19985429,P0056,941084.17,2023-03-11 21:11:32,Axis,Kotak,UPI,Personal Transfer,No
TXN000794,ACC47670632,P0055,ACC38320949,P0092,157158.49,2022-04-15 23:33:24,Canara,Kotak,Wire,Business Payment,Yes
TXN000795,ACC74018781,P0078,ACC87364623,P0065,1343030.0,2023-09-28 04:35:21,PNB,SBI,UPI,Loan Repayment,No
TXN000796,ACC23438230,P0062,ACC49234073,P0005,488336.55,2023-09-16 08:56:58,Union Bank,SBI,RTGS,Unknown,No
TXN000797,ACC28373284,P0076,ACC17370298,P0052,1792830.63,2022-12-03 01:16:29,HDFC,Axis,NEFT,Business Payment,Yes
TXN000798,ACC23438230,P0062,ACC49386369,P0051,254898.17,2024-01-28 23:39:41,Canara,Canara,Cash Deposit,Investment,No
TXN000799,ACC43229057,P0082,ACC87622366,P0097,1551194.33,2023-12-19 20:01:55,Canara,SBI,NEFT,Service Fee,No
TXN000800,ACC58469806,P0079,ACC74591190,P0018,1285399.21,2022-04-16 10:25:30,PNB,Canara,UPI,Goods Purchase,No
TXN000801,ACC20694051,P0001,ACC80458179,P0061,844.58,2023-01-29 15:42:18,Kotak,ICICI,RTGS,Loan Repayment,No
TXN000802,ACC47113201,P0067,ACC74018781,P0078,447324.54,2022-11-28 00:41:21,Canara,Canara,Wire,Unknown,No
TXN000803,ACC32732400,P0087,ACC23438230,P0062,11107.15,2024-03-25 17:27:04,Union Bank,ICICI,IMPS,Service Fee,No
TXN000804,ACC29570681,P0024,ACC47670632,P0055,43001.8,2023-07-06 10:55:45,Union Bank,Canara,Wire,Personal Transfer,No
TXN000805,ACC55626134,P0055,ACC41931968,P0091,235072.45,2023-08-10 07:48:47,Canara,SBI,Wire,Investment,No
TXN000806,ACC13509495,P0059,ACC41931968,P0091,2078.57,2024-05-20 04:28:35,Canara,PNB,NEFT,Service Fee,Yes
TXN000807,ACC99198449,P0039,ACC20694051,P0001,1053310.22,2023-04-16 11:33:24,Union Bank,SBI,RTGS,Investment,No
TXN000808,ACC22477883,P0074,ACC68035954,P0029,240107.91,2022-08-05 20:38:16,Canara,Canara,Wire,Goods Purchase,No
TXN000809,ACC22881862,P0043,ACC83189524,P0022,833525.48,2023-11-27 13:05:30,SBI,Union Bank,RTGS,Service Fee,No
TXN000810,ACC89303061,P0081,ACC55626134,P0055,1142011.46,2024-06-30 04:24:15,Canara,Union Bank,Cash Deposit,Loan Repayment,No
TXN000811,ACC35172528,P0090,ACC97018401,P0100,897449.17,2024-03-02 11:39:17,Kotak,Axis,IMPS,Service Fee,Yes
TXN000812,ACC28444834,P0061,ACC94767925,P0027,250756.31,2024-06-18 00:48:50,Axis,Union Bank,UPI,Investment,No
TXN000813,ACC73124701,P0086,ACC17370298,P0052,1799864.58,2023-04-24 11:05:19,Union Bank,PNB,RTGS,Loan Repayment,No
TXN000814,ACC81751708,P0017,ACC50241177,P0058,3894.71,2024-03-18 01:41:45,SBI,Kotak,Wire,Business Payment,No
TXN000815,ACC83847719,P0068,ACC49935956,P0071,158975.67,2022-12-18 07:33:51,PNB,Canara,IMPS,Personal Transfer,No
TXN000816,ACC84820714,P0034,ACC70788473,P0037,4392.14,2024-06-01 01:16:29,SBI,HDFC,NEFT,Business Payment,No
TXN000817,ACC19985429,P0056,ACC87364623,P0065,1648074.88,2024-05-03 10:05:05,HDFC,PNB,Cash Deposit,Personal Transfer,No
TXN000818,ACC49386369,P0051,ACC64176956,P0072,2418.73,2023-06-07 20:48:41,Canara,Union Bank,Wire,Business Payment,No
TXN000819,ACC86371930,P0084,ACC66394418,P0074,34290.43,2023-12-27 19:01:47,PNB,ICICI,IMPS,Investment,No
TXN000820,ACC83847719,P0068,ACC44654107,P0004,32847.09,2023-12-10 07:00:46,ICICI,ICICI,UPI,Investment,No
TXN000821,ACC44654107,P0004,ACC76878955,P0057,26653.04,2022-06-09 02:16:03,PNB,HDFC,RTGS,Business Payment,Yes
TXN000822,ACC49890367,P0070,ACC20692205,P0069,645.04,2022-09-17 14:46:47,PNB,ICICI,IMPS,Investment,No
TXN000823,ACC55626134,P0055,ACC80073291,P0025,19729.15,2024-01-10 07:50:32,Union Bank,Axis,IMPS,Business Payment,Yes
TXN000824,ACC51861461,P0073,ACC66394418,P0074,44017.88,2022-04-03 06:58:23,HDFC,Axis,NEFT,Personal Transfer,No
TXN000825,ACC41931968,P0091,ACC83847719,P0068,1380.18,2022-12-24 06:39:59,PNB,ICICI,Wire,Business Payment,No
TXN000826,ACC44225424,P0100,ACC53990376,P0060,328944.52,2023-12-24 21:50:04,ICICI,Canara,IMPS,Loan Repayment,Yes
TXN000827,ACC93260889,P0023,ACC20692205,P0069,2573.22,2023-08-25 07:19:34,HDFC,SBI,Wire,Business Payment,No
TXN000828,ACC89291824,P0096,ACC25216365,P0015,43976.69,2022-11-16 05:06:44,PNB,Union Bank,Wire,Service Fee,No
TXN000829,ACC10446705,P0013,ACC83189524,P0022,119631.94,2022-04-03 02:18:46,Canara,HDFC,RTGS,Personal Transfer,No
TXN000830,ACC28444834,P0061,ACC34510701,P0065,2130.99,2022-07-14 01:51:19,Kotak,SBI,UPI,Investment,Yes
TXN000831,ACC47352869,P0019,ACC62060463,P0021,449599.72,2023-11-11 10:20:29,Canara,Canara,RTGS,Goods Purchase,No
TXN000832,ACC53990376,P0060,ACC55626134,P0055,1038.56,2022-05-25 13:39:54,Kotak,PNB,RTGS,Business Payment,No
TXN000833,ACC19985429,P0056,ACC74591190,P0018,4707.21,2023-12-13 23:24:41,Canara,HDFC,NEFT,Business Payment,Yes
TXN000834,ACC81780879,P0026,ACC38502474,P0030,11029.89,2023-03-04 16:59:08,ICICI,HDFC,Wire,Service Fee,No
TXN000835,ACC34510701,P0065,ACC64176956,P0072,1352721.13,2022-05-30 00:33:12,Kotak,Union Bank,Cash Deposit,Service Fee,No
TXN000836,ACC20694051,P0001,ACC12777085,P0003,347921.92,2023-05-20 04:48:08,Union Bank,SBI,Wire,Personal Transfer,No
TXN000837,ACC68035954,P0029,ACC67237068,P0007,258486.16,2023-09-23 15:47:08,Kotak,Axis,Cash Deposit,Investment,No
TXN000838,ACC68035954,P0029,ACC54799885,P0064,455435.41,2023-11-25 16:56:59,SBI,ICICI,Wire,Unknown,No
TXN000839,ACC44654107,P0004,ACC83677009,P0069,29858.81,2022-09-26 00:26:50,PNB,Kotak,UPI,Loan Repayment,No
TXN000840,ACC64176956,P0072,ACC23438230,P0062,165729.04,2023-03-23 12:44:16,Axis,SBI,NEFT,Investment,No
TXN000841,ACC52723076,P0064,ACC88960861,P0077,1296264.69,2024-01-16 12:22:27,Axis,HDFC,RTGS,Investment,No
TXN000842,ACC22477883,P0074,ACC80073291,P0025,4482.72,2024-03-29 23:55:12,Canara,SBI,IMPS,Investment,Yes
TXN000843,ACC49386369,P0051,ACC89303061,P0081,4561.48,2022-08-01 10:07:48,Kotak,PNB,Wire,Personal Transfer,Yes
TXN000844,ACC18979241,P0033,ACC28377021,P0053,1886.18,2023-01-06 07:19:28,ICICI,Axis,Cash Deposit,Loan Repayment,No
TXN000845,ACC51861461,P0073,ACC73124701,P0086,7533.3,2023-11-05 23:25:31,SBI,Kotak,Cash Deposit,Service Fee,Yes
TXN000846,ACC15467685,P0073,ACC28281865,P0095,23624.22,2023-08-31 05:23:49,ICICI,ICICI,Cash Deposit,Personal Transfer,Yes
TXN000847,ACC20694051,P0001,ACC93260889,P0023,218082.48,2023-03-14 17:46:19,Canara,Union Bank,UPI,Goods Purchase,No
TXN000848,ACC80192532,P0089,ACC44654107,P0004,1327496.1,2022-10-03 23:17:36,PNB,Union Bank,IMPS,Personal Transfer,No
TXN000849,ACC22881862,P0043,ACC34510701,P0065,264909.16,2023-09-07 20:10:59,Union Bank,Kotak,Cash Deposit,Goods Purchase,No
TXN000850,ACC49386369,P0051,ACC47352869,P0019,1956098.72,2023-12-02 05:27:28,PNB,HDFC,Wire,Goods Purchase,No
TXN000851,ACC42022542,P0088,ACC28373284,P0076,325907.85,2022-03-15 11:49:41,Canara,Kotak,NEFT,Unknown,No
TXN000852,ACC58469806,P0079,ACC28281865,P0095,3194.83,2023-08-03 06:22:47,ICICI,SBI,NEFT,Investment,No
TXN000853,ACC48759195,P0009,ACC74591190,P0018,19727.65,2022-10-15 04:08:33,Kotak,Axis,IMPS,Service Fee,Yes
TXN000854,ACC88699165,P0032,ACC39315551,P0086,305476.53,2023-03-23 20:44:03,HDFC,SBI,IMPS,Business Payment,No
TXN000855,ACC14882771,P0037,ACC47670632,P0055,1805700.5,2024-02-05 07:23:50,Canara,Canara,Wire,Investment,No
TXN000856,ACC22771791,P0063,ACC53990376,P0060,23757.3,2023-02-07 01:39:56,Canara,Union Bank,IMPS,Goods Purchase,No
TXN000857,ACC94767925,P0027,ACC42022542,P0088,387224.06,2023-10-02 18:04:06,ICICI,PNB,UPI,Investment,No
TXN000858,ACC80192532,P0089,ACC20581573,P0066,88471.09,2022-11-25 23:56:54,Axis,Axis,NEFT,Goods Purchase,No
TXN000859,ACC21007045,P0082,ACC23438230,P0062,29706.01,2023-03-03 08:13:38,PNB,Canara,UPI,Goods Purchase,Yes
TXN000860,ACC52556000,P0049,ACC50292848,P0052,3867.75,2024-05-01 15:53:21,HDFC,HDFC,Cash Deposit,Unknown,No
TXN000861,ACC21007045,P0082,ACC27000208,P0087,307663.98,2022-04-09 09:38:49,ICICI,PNB,RTGS,Goods Purchase,No
TXN000862,ACC19227140,P0076,ACC49386369,P0051,391700.96,2023-11-10 18:30:17,Union Bank,Union Bank,UPI,Loan Repayment,No
TXN000863,ACC50241177,P0058,ACC48759195,P0009,21274.01,2023-10-16 09:14:49,Canara,Union Bank,Wire,Investment,No
TXN000864,ACC80458179,P0061,ACC66394418,P0074,113388.81,2024-02-26 19:54:57,SBI,Union Bank,UPI,Goods Purchase,No
TXN000865,ACC47670632,P0055,ACC93260889,P0023,2055.98,2023-11-11 01:07:07,PNB,Kotak,UPI,Investment,No
TXN000866,ACC50292848,P0052,ACC95641687,P0049,893622.42,2022-05-17 05:22:23,Union Bank,PNB,UPI,Loan Repayment,No
TXN000867,ACC72207404,P0042,ACC23438230,P0062,963530.91,2023-07-01 10:56:41,PNB,Union Bank,RTGS,Unknown,No
TXN000868,ACC23900847,P0029,ACC85351481,P0044,4373.17,2024-05-04 21:47:37,PNB,Union Bank,Wire,Unknown,No
TXN000869,ACC32732400,P0087,ACC87364623,P0065,233952.87,2023-10-06 20:07:49,Axis,Canara,RTGS,Personal Transfer,No
TXN000870,ACC55626134,P0055,ACC24346658,P0080,1100670.76,2023-10-11 22:06:16,Union Bank,Union Bank,Wire,Service Fee,No
TXN000871,ACC28377021,P0053,ACC29570681,P0024,37114.0,2023-05-27 09:23:45,Canara,SBI,NEFT,Investment,No
TXN000872,ACC53246831,P0035,ACC49890367,P0070,953.48,2024-02-16 03:28:47,SBI,Canara,UPI,Unknown,No
TXN000873,ACC31999265,P0008,ACC78408689,P0088,130144.09,2023-11-28 03:25:57,ICICI,HDFC,Wire,Service Fee,No
TXN000874,ACC85351481,P0044,ACC44225424,P0100,46550.59,2022-12-28 06:50:27,Union Bank,Axis,IMPS,Goods Purchase,No
TXN000875,ACC80837586,P0094,ACC51861461,P0073,7600.68,2022-10-04 02:13:14,PNB,HDFC,RTGS,Unknown,No
TXN000876,ACC81751708,P0017,ACC82085863,P0050,964831.21,2023-10-13 09:39:14,Canara,Canara,Wire,Personal Transfer,No
TXN000877,ACC39315551,P0086,ACC66394418,P0074,2487.33,2022-07-20 22:49:54,SBI,SBI,UPI,Goods Purchase,No
TXN000878,ACC20581573,P0066,ACC74018781,P0078,30232.39,2024-05-20 10:11:42,Canara,Axis,Wire,Investment,Yes
TXN000879,ACC95641687,P0049,ACC70571332,P0015,1136.71,2022-04-01 04:43:08,Axis,ICICI,NEFT,Loan Repayment,No
TXN000880,ACC13509495,P0059,ACC38502474,P0030,8717.38,2024-05-13 10:51:39,Kotak,Canara,IMPS,Investment,No
TXN000881,ACC82085863,P0050,ACC20692205,P0069,131388.56,2022-10-14 09:59:04,HDFC,HDFC,Wire,Unknown,No
TXN000882,ACC74591190,P0018,ACC97069298,P0040,280044.23,2022-05-28 01:13:35,HDFC,Axis,UPI,Service Fee,No
TXN000883,ACC41931968,P0091,ACC55626134,P0055,4011.45,2022-09-24 12:42:08,ICICI,SBI,NEFT,Loan Repayment,Yes
TXN000884,ACC28222781,P0045,ACC14882771,P0037,17013.33,2023-03-30 05:34:13,Canara,SBI,RTGS,Business Payment,Yes
TXN000885,ACC27000208,P0087,ACC49935956,P0071,4640.6,2023-03-08 21:42:30,Canara,HDFC,Cash Deposit,Personal Transfer,No
TXN000886,ACC20692205,P0069,ACC55658290,P0028,3832.08,2023-10-14 13:11:06,Union Bank,ICICI,NEFT,Loan Repayment,Yes
TXN000887,ACC80837586,P0094,ACC38320949,P0092,7219.66,2022-02-15 07:56:52,ICICI,Canara,IMPS,Goods Purchase,No
TXN000888,ACC64176956,P0072,ACC26072981,P0047,1419311.57,2022-02-07 10:45:57,Axis,SBI,UPI,Service Fee,No
TXN000889,ACC31999265,P0008,ACC32732400,P0087,3403.28,2023-12-24 19:28:43,SBI,HDFC,Cash Deposit,Business Payment,No
TXN000890,ACC62060463,P0021,ACC53246831,P0035,2286.98,2023-04-19 08:11:07,PNB,Axis,NEFT,Unknown,No
TXN000891,ACC49935956,P0071,ACC94767925,P0027,20341.76,2022-06-28 03:27:36,SBI,Union Bank,IMPS,Service Fee,No
TXN000892,ACC41931968,P0091,ACC12777085,P0003,321567.87,2023-07-13 07:48:32,Kotak,Axis,Wire,Service Fee,Yes
TXN000893,ACC74591190,P0018,ACC42963378,P0002,2337.14,2023-05-07 09:21:58,Kotak,Canara,Cash Deposit,Personal Transfer,No
TXN000894,ACC29570681,P0024,ACC65777619,P0006,4442.37,2022-06-04 17:15:12,HDFC,PNB,IMPS,Unknown,Yes
TXN000895,ACC27000208,P0087,ACC23349287,P0003,4692.79,2023-05-20 15:05:54,Union Bank,SBI,RTGS,Business Payment,No
TXN000896,ACC66394418,P0074,ACC80192532,P0089,307908.24,2023-12-17 12:00:21,HDFC,Canara,IMPS,Unknown,No
TXN000897,ACC13509495,P0059,ACC99198449,P0039,1634081.25,2024-02-22 12:29:29,Canara,SBI,NEFT,Investment,No
TXN000898,ACC72207404,P0042,ACC81264557,P0056,1896829.7,2023-11-24 20:42:53,Axis,HDFC,Wire,Service Fee,No
TXN000899,ACC85351481,P0044,ACC95768162,P0011,1130298.31,2022-12-08 15:57:16,PNB,HDFC,NEFT,Loan Repayment,Yes
TXN000900,ACC15226275,P0051,ACC89291824,P0096,31399.19,2024-05-13 03:34:05,PNB,Canara,NEFT,Service Fee,No
TXN000901,ACC28377021,P0053,ACC93359286,P0031,400752.72,2024-04-17 18:45:56,Kotak,Union Bank,UPI,Service Fee,No
TXN000902,ACC83189524,P0022,ACC43591464,P0022,1088307.06,2023-01-06 09:43:47,PNB,Canara,IMPS,Investment,No
TXN000903,ACC41931968,P0091,ACC21007045,P0082,309476.84,2022-10-02 21:01:48,Axis,SBI,Cash Deposit,Unknown,No
TXN000904,ACC83677009,P0069,ACC28281865,P0095,38373.93,2024-06-05 20:45:55,Canara,HDFC,RTGS,Unknown,No
TXN000905,ACC51861461,P0073,ACC44225424,P0100,1824727.91,2023-03-26 19:23:29,SBI,Axis,Cash Deposit,Unknown,No
TXN000906,ACC55658290,P0028,ACC20692205,P0069,1618143.79,2022-03-13 21:50:05,SBI,Union Bank,RTGS,Loan Repayment,No
TXN000907,ACC81780879,P0026,ACC97018401,P0100,12757.61,2022-10-22 06:10:14,Axis,Axis,NEFT,Service Fee,No
TXN000908,ACC55462982,P0040,ACC21438741,P0042,1635.04,2024-05-04 12:36:16,Axis,SBI,UPI,Unknown,No
TXN000909,ACC81780879,P0026,ACC53246831,P0035,226304.51,2022-04-03 04:32:21,Axis,Union Bank,Wire,Service Fee,No
TXN000910,ACC31999265,P0008,ACC83677009,P0069,288978.13,2022-10-22 17:30:49,PNB,Axis,NEFT,Business Payment,Yes
TXN000911,ACC62135687,P0093,ACC12777085,P0003,1651.66,2022-11-28 07:28:26,Kotak,ICICI,IMPS,Loan Repayment,No
TXN000912,ACC39315551,P0086,ACC28373284,P0076,33689.37,2022-02-13 07:46:37,ICICI,ICICI,NEFT,Personal Transfer,No
TXN000913,ACC27000208,P0087,ACC31999265,P0008,1855350.47,2023-03-01 06:37:49,ICICI,Union Bank,Cash Deposit,Unknown,No
TXN000914,ACC38502474,P0030,ACC38320949,P0092,42186.49,2024-04-04 09:36:23,Canara,ICICI,Cash Deposit,Service Fee,No
TXN000915,ACC73124701,P0086,ACC98301804,P0071,10168.49,2023-07-09 17:32:00,Union Bank,SBI,NEFT,Loan Repayment,No
TXN000916,ACC82788896,P0010,ACC76353912,P0034,2871.82,2022-05-31 21:10:46,SBI,HDFC,Wire,Investment,No
TXN000917,ACC47670632,P0055,ACC20581573,P0066,8007.05,2023-11-06 22:04:03,Kotak,Canara,UPI,Personal Transfer,No
TXN000918,ACC50241177,P0058,ACC44654107,P0004,1520818.91,2022-09-16 08:10:52,SBI,Axis,Wire,Investment,No
TXN000919,ACC27000208,P0087,ACC89291824,P0096,20374.45,2022-07-26 00:36:23,Union Bank,ICICI,RTGS,Goods Purchase,Yes
TXN000920,ACC55462982,P0040,ACC49935956,P0071,241810.1,2022-12-10 14:38:09,Axis,ICICI,UPI,Investment,No
TXN000921,ACC52556000,P0049,ACC89291824,P0096,2040.08,2023-01-09 01:46:06,Canara,Union Bank,Cash Deposit,Service Fee,No
TXN000922,ACC81780879,P0026,ACC67237068,P0007,20767.89,2023-07-17 23:46:22,ICICI,Axis,RTGS,Goods Purchase,No
TXN000923,ACC43229057,P0082,ACC20694051,P0001,432948.49,2023-06-02 05:37:58,HDFC,PNB,Cash Deposit,Goods Purchase,No
TXN000924,ACC13509495,P0059,ACC29570681,P0024,847.96,2022-10-17 19:10:01,Union Bank,PNB,UPI,Loan Repayment,No
TXN000925,ACC81264557,P0056,ACC84820714,P0034,41481.62,2023-01-30 04:22:38,HDFC,Axis,Wire,Business Payment,No
TXN000926,ACC47670632,P0055,ACC94669760,P0085,1151364.9,2023-05-07 05:56:48,Kotak,Kotak,RTGS,Goods Purchase,No
TXN000927,ACC14882771,P0037,ACC23438230,P0062,1243111.05,2023-01-06 15:07:21,Canara,Kotak,RTGS,Unknown,No
TXN000928,ACC38502474,P0030,ACC30880066,P0012,467643.1,2022-05-09 09:30:37,Canara,SBI,Wire,Business Payment,No
TXN000929,ACC50292848,P0052,ACC12777085,P0003,842081.78,2022-05-11 09:56:10,Canara,Canara,Wire,Service Fee,No
TXN000930,ACC80073291,P0025,ACC20581573,P0066,11920.54,2022-02-24 19:48:05,Kotak,SBI,NEFT,Goods Purchase,No
TXN000931,ACC68035954,P0029,ACC23941705,P0085,47490.02,2023-02-10 09:58:04,Kotak,Union Bank,IMPS,Investment,Yes
TXN000932,ACC23349287,P0003,ACC12777085,P0003,28476.65,2022-08-11 10:39:33,Kotak,Union Bank,IMPS,Personal Transfer,No
TXN000933,ACC87622366,P0097,ACC28222781,P0045,984562.89,2023-12-02 13:58:44,Union Bank,Union Bank,NEFT,Loan Repayment,No
TXN000934,ACC49234073,P0005,ACC18979241,P0033,39611.66,2023-02-17 10:00:02,Axis,ICICI,Cash Deposit,Unknown,No
TXN000935,ACC48759195,P0009,ACC42152047,P0013,232960.66,2022-11-05 04:28:32,Union Bank,Axis,Wire,Goods Purchase,No
TXN000936,ACC50241177,P0058,ACC14359404,P0048,7362.39,2022-05-08 12:39:31,ICICI,SBI,Wire,Investment,No
TXN000937,ACC20581573,P0066,ACC52556000,P0049,1933936.73,2023-08-25 00:17:20,Axis,ICICI,Wire,Loan Repayment,No
TXN000938,ACC41931968,P0091,ACC94669760,P0085,3010.71,2022-08-15 07:01:59,Union Bank,Axis,IMPS,Loan Repayment,No
TXN000939,ACC99198449,P0039,ACC30880066,P0012,15350.12,2022-10-28 15:59:16,SBI,PNB,RTGS,Goods Purchase,No
TXN000940,ACC38502474,P0030,ACC42152047,P0013,1587.77,2022-05-09 07:52:08,PNB,HDFC,NEFT,Investment,No
TXN000941,ACC20581573,P0066,ACC34510701,P0065,74362.54,2023-10-12 22:03:17,ICICI,ICICI,Wire,Service Fee,No
TXN000942,ACC23438230,P0062,ACC98301804,P0071,329292.42,2024-05-26 02:08:20,Axis,SBI,UPI,Service Fee,Yes
TXN000943,ACC81751708,P0017,ACC57816281,P0020,4300.16,2022-12-24 22:47:14,Kotak,Kotak,NEFT,Unknown,No
TXN000944,ACC93260889,P0023,ACC28444834,P0061,3614.03,2023-02-06 13:51:14,ICICI,ICICI,IMPS,Investment,No
TXN000945,ACC44654107,P0004,ACC88960861,P0077,430419.15,2024-01-04 13:15:20,ICICI,SBI,NEFT,Investment,No
TXN000946,ACC77171016,P0016,ACC76878955,P0057,1343565.53,2023-05-28 11:42:41,Canara,Union Bank,UPI,Business Payment,No
TXN000947,ACC53246831,P0035,ACC55462982,P0040,3617.29,2022-04-22 01:05:58,Kotak,Canara,Wire,Business Payment,No
TXN000948,ACC55462982,P0040,ACC23900847,P0029,28104.99,2022-02-09 08:51:57,Canara,HDFC,UPI,Personal Transfer,Yes
TXN000949,ACC62135687,P0093,ACC21599659,P0023,2334.34,2023-06-25 21:22:59,Canara,SBI,IMPS,Goods Purchase,No
TXN000950,ACC83677009,P0069,ACC28444834,P0061,740468.22,2022-06-30 16:02:00,Union Bank,ICICI,Wire,Investment,No
TXN000951,ACC20694051,P0001,ACC97018401,P0100,35094.4,2023-04-15 06:22:26,Kotak,SBI,UPI,Unknown,No
TXN000952,ACC67237068,P0007,ACC89291824,P0096,321647.2,2022-04-16 20:16:22,Kotak,Axis,UPI,Investment,No
TXN000953,ACC14359404,P0048,ACC49890367,P0070,1068377.25,2023-04-06 11:04:55,PNB,Union Bank,NEFT,Business Payment,No
TXN000954,ACC55626134,P0055,ACC52723076,P0064,1048164.44,2022-08-01 09:15:59,HDFC,SBI,Wire,Goods Purchase,No
TXN000955,ACC99198449,P0039,ACC68035954,P0029,207270.49,2023-03-15 10:48:50,Axis,Axis,UPI,Goods Purchase,No
TXN000956,ACC27000208,P0087,ACC89575745,P0045,1531269.24,2022-04-21 18:50:10,Canara,HDFC,IMPS,Loan Repayment,Yes
TXN000957,ACC27000208,P0087,ACC64017185,P0030,168179.53,2024-04-17 09:21:20,SBI,SBI,IMPS,Loan Repayment,Yes
TXN000958,ACC31999265,P0008,ACC87402122,P0090,37396.45,2023-08-05 15:25:40,Union Bank,Axis,Cash Deposit,Unknown,No
TXN000959,ACC36061115,P0026,ACC81264557,P0056,55935.32,2022-09-12 16:14:49,SBI,SBI,NEFT,Unknown,No
TXN000960,ACC28377021,P0053,ACC72207404,P0042,1907.92,2023-05-19 22:45:17,HDFC,Union Bank,Cash Deposit,Unknown,No
TXN000961,ACC76878955,P0057,ACC82085863,P0050,22436.87,2023-01-03 03:33:38,Canara,ICICI,RTGS,Loan Repayment,No
TXN000962,ACC43229057,P0082,ACC53990376,P0060,7505.91,2022-08-18 09:02:23,Canara,Union Bank,UPI,Service Fee,No
TXN000963,ACC61979251,P0035,ACC87364623,P0065,303737.91,2022-04-15 16:54:40,ICICI,SBI,IMPS,Business Payment,No
TXN000964,ACC15467685,P0073,ACC88960861,P0077,29401.92,2023-05-15 16:35:18,Kotak,Union Bank,Wire,Unknown,No
TXN000965,ACC83677009,P0069,ACC36724504,P0036,263135.9,2022-11-07 09:09:00,ICICI,ICICI,IMPS,Goods Purchase,Yes
TXN000966,ACC23900847,P0029,ACC55728427,P0047,605744.89,2022-08-29 14:04:19,PNB,SBI,RTGS,Business Payment,No
TXN000967,ACC89291824,P0096,ACC31999265,P0008,3629.53,2022-09-27 03:38:48,Axis,Canara,NEFT,Investment,No
TXN000968,ACC65777619,P0006,ACC95641687,P0049,2543.9,2024-04-30 03:52:37,ICICI,PNB,UPI,Goods Purchase,Yes
TXN000969,ACC55658290,P0028,ACC55626134,P0055,298495.2,2022-03-06 01:14:16,HDFC,Kotak,NEFT,Personal Transfer,No
TXN000970,ACC38320949,P0092,ACC83189524,P0022,434702.92,2022-01-10 10:58:05,Axis,ICICI,IMPS,Goods Purchase,No
TXN000971,ACC24346658,P0080,ACC20694051,P0001,276047.63,2024-03-22 01:51:57,Canara,Union Bank,NEFT,Loan Repayment,Yes
TXN000972,ACC34847621,P0083,ACC80837586,P0094,97054.91,2024-02-21 12:17:20,Union Bank,ICICI,RTGS,Investment,No
TXN000973,ACC94669760,P0085,ACC52556000,P0049,833726.17,2022-09-29 08:39:40,Union Bank,SBI,Cash Deposit,Personal Transfer,No
TXN000974,ACC43591464,P0022,ACC21438741,P0042,633442.37,2022-11-04 02:00:53,Canara,SBI,RTGS,Personal Transfer,No
TXN000975,ACC43229057,P0082,ACC54799885,P0064,568209.92,2023-02-11 07:05:43,SBI,HDFC,NEFT,Unknown,Yes
TXN000976,ACC15467685,P0073,ACC28444834,P0061,1828.95,2023-02-02 09:01:03,Kotak,Union Bank,IMPS,Unknown,No
TXN000977,ACC86371930,P0084,ACC47670632,P0055,336009.93,2023-06-05 08:33:04,Union Bank,SBI,Wire,Personal Transfer,No
TXN000978,ACC43591464,P0022,ACC65777619,P0006,4947.03,2023-04-01 15:48:55,Axis,Union Bank,IMPS,Unknown,No
TXN000979,ACC14882771,P0037,ACC70788473,P0037,4171.43,2023-03-29 03:36:45,Canara,SBI,NEFT,Loan Repayment,Yes
TXN000980,ACC65777619,P0006,ACC18979241,P0033,182176.1,2022-12-09 18:27:28,Kotak,Axis,RTGS,Personal Transfer,Yes
TXN000981,ACC55626134,P0055,ACC51861461,P0073,4932.17,2023-05-07 21:01:52,Axis,Axis,IMPS,Personal Transfer,No
TXN000982,ACC42152047,P0013,ACC81264557,P0056,1077090.22,2022-12-23 06:46:24,HDFC,Union Bank,Wire,Service Fee,No
TXN000983,ACC85351481,P0044,ACC83189524,P0022,955157.87,2023-12-13 04:17:32,Union Bank,ICICI,RTGS,Service Fee,Yes
TXN000984,ACC54799885,P0064,ACC80837586,P0094,19830.63,2024-06-05 15:42:51,Canara,Union Bank,Wire,Business Payment,No
